date_id,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10
1970-01-01 00:00:00.000000001,-0.003935158233180747,-0.0011495517705906455,0.0010646989018167907,0.0031406203540849434,-0.014709281822342213,0.0,0.0,0.011093454721047726,-0.0016924054452814943,8.869675469897247e-05
1970-01-01 00:00:00.000000002,-0.003228371131455146,0.002289691239013745,-0.004911578933928032,0.0005022180949394566,-0.01082020042863796,0.0,0.0,0.008787092107032702,-0.001184944089163777,-0.0007070177671132905
1970-01-01 00:00:00.000000003,-0.0026094548819075164,-0.006043201850863077,-0.00045606588894286926,0.0008862426499161684,-0.0013772554595827824,-0.0065162005051631056,0.013128846358841127,0.003329673134415425,-0.0002186280757035213,7.067256748209437e-05
1970-01-01 00:00:00.000000004,-0.0011633768397141808,-0.004720727954143082,-0.004380068597237677,0.0013525284084700748,0.0007615410863281991,0.0,0.0,0.0035422831218574332,-0.004975795549795718,-0.00012363475184956293
1970-01-01 00:00:00.000000005,0.0013835340255745898,-0.00084130526542045,-0.0002542676738877814,0.0037579424462675093,-0.01425783857672136,-7.951415825768748e-05,0.004986964214483081,0.0007373915847614677,-0.01619530255035956,-0.0025647439533064862
1970-01-01 00:00:00.000000006,-0.006257543889682554,0.004204409594771465,-0.003996276687269137,-0.006977396227679036,0.012812701898331724,0.0062005385764821955,-0.00747605099236992,-0.0009967991269434536,0.009292200837501331,-0.0022024358163184043
1970-01-01 00:00:00.000000007,-0.001644697324541075,0.00622025049087561,-0.0025592101111743953,0.0006893893861853809,0.0032887903687541797,-0.0018337504577447205,-0.0029679220213234643,0.009445613361187143,0.00541775294810941,0.0013202449884310722
1970-01-01 00:00:00.000000008,0.011846202887092566,0.0068792212571594695,0.006796036643497719,-0.0034808880222505305,0.01703985822732479,0.012668856217231728,0.007360587968824801,0.0092998914346908,0.015466877652703262,4.6456063950980406e-05
1970-01-01 00:00:00.000000009,-0.0005512817195426345,0.003036288261565004,-0.0024631118151487164,-0.0007104539269284019,0.0,0.018076552739533368,0.006164503474152166,0.00043659422600694596,0.0,0.0
1970-01-01 00:00:00.000000010,0.0017155461640264713,5.027274496639811e-05,0.005123590233566497,-0.004120935389437826,-0.0029201748668077343,0.004442721399189153,0.0013716894440383056,-0.0022137536251184003,0.01881647685128768,0.0013601701589730248
1970-01-01 00:00:00.000000011,-0.0031055076637139106,-0.007451544656612408,-0.00016966468461178386,0.003381034220180749,0.0010987988878177202,-0.014522909405559226,-0.003332137799024082,2.8560911852549506e-05,-0.0009023508648454652,-0.0010252568486324165
1970-01-01 00:00:00.000000012,0.0009467028729681082,0.002003623173526,0.0007805839273256066,-0.004156170354267873,-0.01680355099290276,0.001152613233660027,0.0014185840156025126,-0.001056680780266758,-0.01454687573286008,-0.0026266823318748687
1970-01-01 00:00:00.000000013,-0.00043181307816593517,0.0018816071655201234,0.002305363173206676,0.0012137456664323074,0.009939121434709763,-0.005704862120102838,0.00020491301785356867,-7.296973599706529e-06,-0.005292522794645447,-0.0013040778960621933
1970-01-01 00:00:00.000000014,0.0028523699714720213,-0.001356882339917644,-0.0050720686492801564,0.0015162475320316695,0.0004499945587708165,-0.0021717463360909407,0.0027989535109491843,0.007048851169820974,-0.0025474075574173243,-0.00023234281033297367
1970-01-01 00:00:00.000000015,0.0007341548279052867,0.002916426336811532,-0.006245169212680549,-0.0031470970766315567,0.0003021388586879059,-0.007793802753668011,-0.0011472787929014503,0.002877709745866461,0.0019048731079178705,0.0013548529186816417
